Date,Open,High,Low,Close,Volume,Change
2021-07-30,264000,265000,257000,259500,206862,-0.02259887005649719
2021-08-02,260500,268000,259500,266500,121721,0.026974951830443183
2021-08-03,267500,270500,264000,270000,163943,0.013133208255159401
2021-08-04,270000,270500,266500,269500,90084,-0.0018518518518518823
2021-08-05,269500,273000,267000,268000,100623,-0.005565862708719838
2021-08-06,268500,268500,262500,265000,149538,-0.011194029850746245
2021-08-09,265500,267000,262000,263500,134726,-0.005660377358490565
2021-08-10,263500,264500,259000,259500,103552,-0.015180265654648917
2021-08-11,260000,261500,257000,257500,108378,-0.0077071290944122905
2021-08-12,258500,260500,255000,257000,124171,-0.001941747572815511
2021-08-13,257000,257000,247500,248000,220532,-0.035019455252918275
2021-08-17,246500,247000,238000,240500,242313,-0.030241935483870996
2021-08-18,240500,245500,239500,245000,127158,0.018711018711018657
2021-08-19,242000,244500,236000,236000,145133,-0.03673469387755102
2021-08-20,236000,238500,233000,234500,177178,-0.006355932203389814
2021-08-23,235000,241500,235000,236000,169792,0.006396588486140775
2021-08-24,239500,242500,237500,242500,140569,0.02754237288135597
2021-08-25,242000,245500,239500,242500,99634,0.0
2021-08-26,240500,244500,239500,240000,92565,-0.010309278350515427
2021-08-27,238000,242500,236000,242000,120494,0.008333333333333304
2021-08-30,246000,252000,244500,246000,169270,0.016528925619834656
2021-08-31,247000,250000,242500,250000,136925,0.016260162601626105
2021-09-01,250000,250000,245500,246500,72059,-0.014000000000000012
2021-09-02,246000,248500,244000,246000,86764,-0.0020283975659228792
2021-09-03,246500,250500,246000,249000,70001,0.012195121951219523
2021-09-06,250500,250500,247500,248500,65481,-0.002008032128514081
2021-09-07,250500,251000,247500,249000,62098,0.002012072434607548
2021-09-08,249000,256000,248000,252500,164813,0.014056224899598346
2021-09-09,254000,256000,246500,248500,165928,-0.015841584158415856
2021-09-10,247500,249500,243000,248500,96030,0.0
2021-09-13,247500,259500,246500,258000,246678,0.03822937625754519
2021-09-14,261500,264000,255500,256000,164989,-0.007751937984496138
2021-09-15,255500,258000,253000,254000,98213,-0.0078125
2021-09-16,256500,267500,255000,265500,377823,0.04527559055118102
2021-09-17,267500,268500,261500,263000,188786,-0.00941619585687381
2021-09-23,258500,265500,256000,258500,158756,-0.017110266159695797
2021-09-24,261500,264500,255000,256000,139775,-0.009671179883945835
2021-09-27,253500,259500,252500,257500,94744,0.005859375
2021-09-28,257500,266500,255500,263500,265820,0.023300970873786353
2021-09-29,259000,262500,255000,256500,201326,-0.026565464895635715
2021-09-30,255500,255500,241000,241500,377234,-0.05847953216374269
2021-10-01,240000,244000,235000,242000,159203,0.0020703933747412417
2021-10-05,238000,241500,235000,235500,161458,-0.02685950413223137
2021-10-06,237500,246000,237000,237000,211820,0.006369426751592355
2021-10-07,240500,243000,235500,238000,106331,0.00421940928270037
2021-10-08,239000,242000,238000,238500,95631,0.0021008403361344463
2021-10-12,239000,243000,236500,240000,134566,0.0062893081761006275
2021-10-13,242000,245000,239500,241500,106328,0.006250000000000089
2021-10-14,244000,244000,238500,241500,116286,0.0
2021-10-15,243000,247000,242500,244000,86635,0.010351966873705987
2021-10-18,245000,245500,240500,243000,76811,-0.004098360655737654
2021-10-19,245500,246500,243000,244500,58515,0.006172839506172867
2021-10-20,244000,244500,236500,237500,204488,-0.02862985685071573
2021-10-21,239500,243000,238000,242000,129698,0.0189473684210526
2021-10-22,242500,244500,237000,237500,74325,-0.018595041322314043
2021-10-25,237500,240000,235000,240000,51885,0.010526315789473717
2021-10-26,241500,242500,239500,242500,83687,0.01041666666666674
2021-10-27,241000,241000,232000,232000,282334,-0.043298969072164906
2021-10-28,232000,232500,229000,229000,156204,-0.012931034482758674
2021-10-29,230500,230500,224000,224500,161435,-0.01965065502183405
2021-11-01,224000,228500,224000,228000,92321,0.015590200445434244
2021-11-02,228500,232000,227500,229000,95291,0.004385964912280604
2021-11-03,229500,230500,225000,227000,67269,-0.008733624454148492
2021-11-04,229500,233000,228000,228500,82669,0.0066079295154184425
2021-11-05,229000,229500,218000,219500,206116,-0.03938730853391681
2021-11-08,218000,218500,210500,216500,175678,-0.013667425968109326
2021-11-09,217000,219000,213500,217000,100205,0.002309468822170979
2021-11-10,215500,215500,210000,210000,133858,-0.032258064516129004
2021-11-11,208000,212000,207000,212000,133985,0.00952380952380949
2021-11-12,214000,220500,212000,216000,126487,0.018867924528301883
2021-11-15,217000,218500,216000,218500,76196,0.011574074074074181
2021-11-16,218500,221000,214000,216000,105273,-0.011441647597253968
2021-11-17,216500,217500,209000,211500,138323,-0.02083333333333337
2021-11-18,211000,213500,209000,209500,91525,-0.009456264775413725
2021-11-19,209000,212500,209000,209500,101712,0.0
2021-11-22,209500,214000,206500,212500,106524,0.014319809069212486
2021-11-23,211500,216000,210500,213000,82379,0.0023529411764706687
2021-11-24,211500,213000,210000,210500,62057,-0.011737089201877882
2021-11-25,210000,211500,207000,207000,65737,-0.016627078384798155
2021-11-26,206500,207500,200000,201000,162681,-0.02898550724637683
2021-11-29,196500,206500,196000,200500,135426,-0.0024875621890547706
2021-11-30,202500,211500,201000,201500,251544,0.004987531172069737
2021-12-01,206000,223000,205500,222000,432029,0.1017369727047146
2021-12-02,219000,225500,217000,223000,198015,0.0045045045045044585
2021-12-03,221500,228000,219000,224000,156006,0.004484304932735439
2021-12-06,227500,235500,224000,231500,332407,0.033482142857142794
2021-12-07,233500,234500,228000,231000,147647,-0.002159827213822907
2021-12-08,232000,233000,223000,225000,277684,-0.025974025974025983
2021-12-09,225000,227500,223000,227000,153460,0.008888888888888946
2021-12-10,225000,232000,223500,231500,130678,0.01982378854625555
2021-12-13,232000,233500,228500,228500,86464,-0.01295896328293733
2021-12-14,228500,235500,228000,233500,184458,0.02188183807439814
2021-12-15,233500,239500,231000,231000,138968,-0.010706638115631661
2021-12-16,233000,234000,224500,228000,144647,-0.012987012987012991
2021-12-17,227000,235000,226500,234500,138945,0.028508771929824483
2021-12-20,232000,233500,228000,229500,90630,-0.021321961620469065
2021-12-21,232000,232500,227000,229500,98669,0.0
2021-12-22,229000,230000,225000,225000,99419,-0.019607843137254943
